GEO,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
DE50,663065,660225,659651,662098,663129,663213,663467,663979,663082,661866,661716,651467,652182,654774,657391,661888,671489,678753,681032
DE60,1704735,1715392,1726363,1728806,1734083,1734830,1743627,1754182,1770629,1772100,1774224,1705700,1718187,1734272,1746342,1762791,1787408,1810438,1830584
DE71,3719354,3737589,3746852,3761749,3762995,3775025,3778124,3772906,3780232,3784767,3792941,3734199,3763611,3791381,3822479,3863818,3922369,3951234,3978050
DE71A,218170,220264,221730,222892,223082,224029,224057,224347,225426,226072,226647,223812,224823,226113,228021,229976,232848,235708,236969
DE71B,99373,99667,100113,100525,100654,100522,100174,99640,98954,98092,97502,97012,96785,96648,96201,96082,97000,96473,96597
DE71C,333336,335030,336555,337451,337305,338252,337481,336579,336671,336818,337163,332014,334019,336265,338300,341669,347357,349982,351692
DE71D,184328,184576,184897,185665,185487,185557,185237,184288,184152,183487,183303,180448,180506,180911,181190,182117,184114,185668,186602
DE71E,292569,294260,296056,297863,298000,298670,298885,298928,299054,298496,298179,292686,293113,293940,295408,297369,301931,303914,305312
DE72,1063503,1063538,1065028,1065909,1065467,1064228,1061323,1057553,1053259,1048683,1044269,1027159,1025525,1023277,1023150,1029020,1040091,1043643,1045807
DE73,1269109,1267002,1265946,1263960,1260966,1258512,1252907,1244900,1239064,1231503,1224741,1208050,1204635,1201823,1199796,1201050,1213712,1218211,1219405
DE80,1789322,1775703,1759877,1744624,1732226,1719653,1707266,1693754,1679682,1664356,1651216,1614789,1606899,1600327,1596505,1599138,1612362,1610674,1611119
DE80J,0,0,0,0,0,0,0,0,0,0,0,268753,266593,264261,262412,261733,262517,261816,260574
DE80K,0,0,0,0,0,0,0,0,0,0,0,213181,211863,210732,210555,211878,213473,213945,214635
DE80L,0,0,0,0,0,0,0,0,0,0,0,226176,224751,223718,223109,223470,224820,224971,225123
DE80M,0,0,0,0,0,0,0,0,0,0,0,157152,156004,155801,155265,155424,156270,156825,156993
DE80N,0,0,0,0,0,0,0,0,0,0,0,242518,240971,239291,238185,237697,238358,237374,237066
DE80O,0,0,0,0,0,0,0,0,0,0,0,215265,213577,212373,211965,212631,214113,212562,212522
DE91,1669634,1668603,1666864,1665368,1662595,1658918,1650435,1641776,1633318,1623649,1616720,1579623,1575968,1574527,1574936,1579754,1598164,1595609,1595734
DE91A,131291,132243,132998,133834,134356,134492,134581,134178,133560,132613,132066,130535,130165,130047,130147,130601,132320,132979,133368
DE91B,125597,126697,126842,127059,127220,127134,126460,125412,124652,123663,122806,120873,120425,120117,119900,120035,120981,120904,120437
DE91C,0,0,0,0,0,0,0,0,0,0,0,0,0,323233,322616,324013,329538,327065,328036
DE92,2152759,2158307,2163904,2167876,2167157,2166626,2163919,2160253,2156841,2149181,2142440,2093945,2093431,2094931,2099079,2108413,2132290,2139976,2144120
DE93,1660653,1672467,1683438,1692192,1698434,1702971,1704133,1702938,1701132,1696643,1693654,1669999,1667127,1667332,1670199,1677715,1699969,1703945,1706464
DE93A,97231,97285,97635,97464,97324,97271,96940,96458,95983,94940,94428,93778,93284,92801,92356,92533,93131,92961,92744
DE93B,132285,132820,133289,133693,134027,134267,134084,133965,133767,133560,133328,132325,131936,132129,132459,133215,134645,135842,136590
DE94,2415714,2426816,2442210,2455036,2465229,2472394,2475459,2477718,2480393,2477771,2476001,2435261,2437727,2442205,2446345,2460857,2496176,2506155,2516457
DE94A,100335,100889,101402,101653,101657,101760,101412,101192,100779,100307,99851,98215,97857,97327,97093,96937,97900,98409,98509
DE94B,128995,129759,131086,132254,132975,133903,134442,134840,135270,135508,135346,133596,133400,133652,133678,134329,135662,135770,135859
DE94C,160313,161425,162765,163789,164540,164522,165056,165347,165088,164947,164837,163704,163991,164202,164792,165809,167548,168253,168946
DE94D,119302,121017,122550,123704,124564,125175,125731,125949,126131,125943,126571,124780,125265,125413,125778,126798,128608,129484,129924
DE94E,353038,353313,355871,356873,358041,359399,359449,359340,358852,358236,357056,350554,350418,350444,350302,351316,358079,354807,356140
DE94F,124655,126434,128189,129533,130471,131660,132401,133104,134404,134506,134838,131608,132752,133462,134188,136184,137866,139671,140540
DE94G,94130,94084,94332,94333,94242,94075,93725,93094,92622,91968,91228,90224,89527,89126,88831,88765,89239,89282,89022
DE94H,57298,57334,57421,57587,57672,57800,57954,57829,57742,57492,57391,56853,56572,56362,56400,56539,57173,56881,56731
DEA11,568855,569364,570765,571886,572511,572663,574514,577505,581122,584217,586217,585975,589649,593682,598686,604527,612178,613230,617280
DEA12,519793,514915,512030,508664,506496,504403,501564,499111,496665,494048,491931,489231,487470,486816,486855,485465,491231,499845,498110
DEA13,599515,595243,591889,585481,589499,588084,585430,583198,582140,579759,576259,567263,565900,566862,569884,573784,582624,583084,583393
DEA14,241769,239916,239559,239183,238565,238270,237701,237104,236516,236333,235414,222585,221864,222026,222058,222500,225144,226812,226699
DEA15,263697,263014,262963,263104,262391,261966,261444,260951,260018,258848,258251,255677,254834,255087,255430,256853,259996,260925,262188
DEA16,173895,172862,172332,172171,170745,170327,169917,169414,168925,168288,167471,167034,166804,166654,166640,167108,169278,170936,171265
DEA17,222349,222151,221619,220928,220033,219309,218898,218181,217108,215670,214024,210490,210256,210005,209097,209292,210934,211382,211422
DEA18,120125,119287,118753,118339,117717,116827,115864,114925,113935,112679,111422,111038,110132,109352,108955,109009,109499,110611,110584
DEA19,165583,164973,165032,164740,164543,164205,163581,162948,162575,161779,160992,155330,155080,155316,155768,156771,158726,158908,158803
DEA22,301048,302247,306016,308921,311052,311938,312818,314299,316416,317949,319841,304476,307530,309869,311287,313958,318809,322125,325490
DEA23,962507,962884,967940,968639,965954,969709,983347,989766,995397,995420,998105,1002785,1013665,1024373,1034175,1046680,1060582,1075935,1080394
DEA24,160841,161047,160829,160268,161543,161601,161227,161336,161345,161322,160593,158947,159373,159926,160819,161540,163487,163113,163577
DEA26,266457,268564,271074,272473,272936,272908,272478,270917,270725,269607,268637,259088,258524,258651,258385,259073,262828,262072,262889
DEA27,452503,455487,458430,460894,461810,462873,462862,463147,464209,464061,464018,450988,452792,454792,456602,459448,466657,465549,467209
DEA28,187885,189316,190581,191635,192575,193199,193304,193191,192973,192638,192088,188162,187801,187724,187437,188158,191165,191202,192127
DEA29,248283,250400,252275,254589,255782,256956,257326,257282,256850,256004,255158,248229,248161,247827,248233,249310,252527,252651,253106
DEA31,121097,120611,120780,120758,120324,119910,119356,118975,118597,117756,117241,117474,117074,116498,116055,116017,117143,117409,117364
DEA32,281979,278695,276740,274926,272445,270107,268102,266772,264765,262063,259744,259383,257994,257607,257850,257651,260368,262528,260305
DEA33,264670,265609,267197,268945,269579,270038,270868,272106,272951,273875,275543,281750,293393,296599,299708,302178,310039,311846,313559
DEA34,356706,359573,362834,364865,366679,367457,369112,369500,370196,370323,369666,364502,364093,363819,364271,365191,369666,369226,369718
DEA35,212780,214893,216805,218573,219915,220984,221001,221494,221381,220662,220261,215634,215031,215087,215282,215996,218401,219019,219360
DEA36,660459,657592,656053,654276,651397,649310,646558,643411,639811,636180,632535,620862,617831,615778,613878,613092,617807,617195,616824
DEA37,432552,434885,437545,440127,441985,443055,444231,444393,445019,444399,443643,434784,433820,434170,434481,437127,443374,444409,446565
DEA38,278536,280443,282286,283167,283421,283628,283395,282721,281641,280107,279003,273969,272985,272832,272623,273412,277431,277744,277458
DEA41,321125,321758,323373,324815,328452,328012,326925,325846,324912,323615,323084,327103,327199,328314,328864,329782,333090,333451,332552
DEA42,342879,345379,347954,349688,350528,352399,353250,354057,354239,353944,353514,349909,350814,351624,352334,354463,360642,361828,363049
DEA43,253964,254754,255393,255819,255284,254938,254507,253751,252949,251567,250247,251194,249947,249147,248988,249219,252122,251074,251539
DEA44,155668,155808,155518,155354,154829,154289,153550,152627,151277,149800,148470,146136,144891,143709,142788,142770,144010,141855,141565
DEA45,364863,365006,364990,365049,363720,362527,360858,359192,357582,355178,353007,349663,347729,346496,345374,345127,350750,348933,349069
DEA46,322011,322789,323055,323654,323290,322649,321965,320813,319401,317665,315784,312885,310932,309990,309356,309216,313050,311866,311207
DEA47,288110,290301,292961,294911,295700,297674,298703,299127,298838,298869,299106,294447,295614,296135,296688,299071,304332,305198,305362
DEA51,392830,391147,390087,388869,387283,388179,385626,383743,381542,378596,376319,363084,362585,362213,361734,361876,364742,364920,365529
DEA52,590213,588994,589240,590831,589661,588680,588168,587624,586909,584412,581308,571195,571403,572087,575944,580511,586181,585813,586600
DEA53,205201,203151,202060,201109,200039,198780,196934,195671,193748,192177,190121,188311,187333,186243,185996,186716,189044,188266,187730
DEA54,181804,182427,183805,184578,184961,184926,184239,183672,183065,182459,181741,176065,176474,176440,176048,176580,179397,179571,179185
DEA55,175661,174529,174018,173645,172870,171831,170992,169991,168454,166924,165632,155455,154887,154563,154417,154608,155851,156774,156490
DEA56,351413,350781,349988,348410,346124,344824,342642,340557,338466,335914,333729,326824,325145,324223,322731,322916,325954,325374,324670
DEA57,283055,281830,281480,280849,279336,277715,277219,275522,273898,271891,269927,267277,265199,263720,261999,261561,263762,262269,261591
DEA58,459615,457465,457079,456163,453781,451421,448800,445043,441704,437785,434031,425051,422614,419976,416240,413820,416171,414886,413383
DEA59,140921,141207,141705,142095,142113,142140,141776,141259,140973,140481,139666,136670,136144,135523,134947,134759,136365,134983,134808
DEB11,108003,107950,107730,107891,107608,107039,106501,105888,106087,106293,106445,107756,107954,109779,110643,111434,112586,113605,113844
DEB12,128947,129462,130141,130772,130900,130976,130467,129520,129096,128509,128063,126241,125951,125837,126102,126643,127770,128455,128914
DEB13,137456,137223,137659,137410,137285,136892,136425,135752,134912,133785,132873,131093,129962,129166,128373,128228,129171,128961,128791
DEB14,157087,157576,157843,158047,158389,158746,158319,157811,157471,156660,155842,155485,155404,155306,155297,155944,156821,157392,157549
DEB15,90143,90294,90201,89932,89471,88755,87783,87007,86469,85217,84201,83055,82323,81135,80673,80591,80615,80799,80728
DEB16,65540,65664,65860,65998,66062,66067,65732,65282,64863,64489,63884,64350,63890,63475,63202,62041,62391,61864,0
DEB17,209706,210812,212344,213052,213249,213963,213667,213236,212944,212102,211079,210637,210246,210035,209785,210441,211925,212968,213554
DEB18,183929,184278,185004,185653,185739,186046,185259,184518,183618,182537,181492,180905,180497,179812,179454,179317,180655,181537,181655
DEB19,105038,105380,105591,106018,106094,106076,105705,105050,104263,103609,102878,102560,101639,101002,100770,101945,102529,103026,0
DEB21,99891,99410,100024,100234,100180,100163,99843,103518,103888,104640,104587,105834,106284,106544,107233,108472,114914,110111,110013
DEB22,113752,113899,113998,114293,114160,114389,113960,113466,113043,112452,111543,112424,112308,110833,110643,110981,111828,112006,112134
DEB23,96244,96468,96308,96098,95850,95762,95982,95409,95219,94828,94394,95912,95751,95946,96158,96408,97180,98021,98213
DEB24,64331,64367,64464,64241,64285,63934,63646,63161,62813,62201,61789,62155,61533,61073,60765,60775,60794,60757,60705
DEB25,137330,137610,138196,138836,139280,139613,139932,140265,141009,141201,141481,142229,142494,143893,144337,145227,147999,147833,148532
DEB31,48213,47763,47827,47699,47564,47516,47225,46938,47090,46948,46874,46414,46617,47035,47332,47724,48363,48445,48417
DEB32,100025,99825,99794,99469,99095,99182,98372,98044,97770,97436,99275,96432,96963,97112,97162,97382,98520,99302,99684
DEB33,40810,41122,41089,41396,41502,41821,42028,43048,43063,43008,42994,43176,43476,43641,43825,44465,45362,46006,46292
DEB34,163771,162233,162458,162436,162836,163383,163343,163560,163777,163467,163340,157345,158637,160179,161518,163832,164718,166621,168497
DEB35,183134,182870,185293,186103,185532,186061,194372,196425,198118,197623,197778,199647,201002,202756,204268,206991,209779,213528,215110
DEB36,53886,53917,53822,53892,53939,53894,53628,53506,53683,53658,53525,52251,52322,52268,52400,52564,52999,53209,53353
DEB37,45773,45212,44822,44367,43971,43637,43137,42427,41875,41358,40808,41013,40655,40267,40101,40046,40125,40416,40632
DEB38,49851,49776,49956,50156,50247,50347,50501,50648,50673,49930,49811,49542,49712,49764,49740,49855,50284,50551,50931
DEB39,80361,80361,80625,81111,81100,81250,81545,82212,82290,82040,81784,79217,79526,79727,80296,81010,82102,82595,83081
DEC01,351816,350924,349948,349102,347310,344573,341940,339553,336826,335669,333469,327752,326996,326638,325978,325604,327380,329593,330150
DEC02,105856,105954,106222,106361,106324,106426,106282,105996,106001,105782,105241,103830,103639,103520,103135,102987,103997,103908,103656
DEC03,148069,147464,146678,146315,145547,144704,143645,142478,141426,139948,138586,135831,134957,134099,133222,133021,133735,133984,133297
DEC04,212559,211671,211681,211796,211784,211318,210343,208962,207723,206215,204448,198344,197452,196611,195976,195632,197009,196609,195815
DEC05,157625,157309,156732,156306,155602,154722,153997,152888,151859,150785,149680,145689,145099,144291,143851,143532,144584,144100,143402
DEC06,95576,95381,95209,95108,94809,94674,94086,93290,92763,91925,91161,90433,89712,89128,88556,88259,88892,88457,87867
